Course Code,Course Name,CRN,Type,Section,Time,Day,Instructor,Room Number,Building
ACE 100,Introduction to Applied Microeconomics,36722,Lecture-Discussion,AL1,09:30AM - 10:50AM,TR,"Gundersen, L",103,Mumford Hall
ACE 161,Microcomputer Applications,39708,Laboratory-Discussion,A1,10:00AM - 11:50AM,W,"Burnett, M",205,Turner Hall
ACE 199,Undergraduate Open Seminar,79595,Discussion/ Recitation,AD1,11:00AM - 11:50AM,F,,322,David Kinley Hall
ACE 199,Undergraduate Open Seminar,79596,Discussion/ Recitation,AD2,02:00PM - 02:50PM,F,,1128,"Literatures, Cultures, & Ling"
ACE 199,Undergraduate Open Seminar,79597,Discussion/ Recitation,AD3,11:00AM - 11:50AM,F,,107,Animal Sciences Laboratory
ACE 199,Undergraduate Open Seminar,79598,Discussion/ Recitation,AD4,01:00PM - 01:50PM,F,,166,Education Building
ACE 199,Undergraduate Open Seminar,79599,Discussion/ Recitation,AD5,02:00PM - 02:50PM,F,,30,"Literatures, Cultures, & Ling"
ACE 199,Undergraduate Open Seminar,79600,Discussion/ Recitation,AD6,10:00AM - 10:50AM,F,,107,Animal Sciences Laboratory
ACE 199,Undergraduate Open Seminar,79594,Lecture,AL1,09:00AM - 09:50AM,W,"Elmore, AStoddard, P",150,Animal Sciences Laboratory
ACE 199,Undergraduate Open Seminar,78478,Laboratory-Discussion,AS2,10:00AM - 10:50AM,F,,205,Turner Hall
ACE 199,Undergraduate Open Seminar,78479,Laboratory-Discussion,AS3,11:00AM - 11:50AM,F,,205,Turner Hall
ACE 199,Undergraduate Open Seminar,62014,Lecture-Discussion,CEF,12:00PM - 01:20PM,MW,"Sigauke, T",,
ACE 199,Undergraduate Open Seminar,29690,Lecture-Discussion,EA,12:00PM - 12:50PM,F,"Endres, RPayne, LPitas, N",3019,Huff Hall
ACE 199,Undergraduate Open Seminar,58547,Lecture-Discussion,EWF,10:00AM - 10:50AM,MWF,"Gundersen, L",313,Mumford Hall
ACE 203,Introduction to Public Policy and Law,73756,Lecture-Discussion,FAP,12:30PM - 01:50PM,TR,"Coppess, J",132,Bevier Hall
ACE 210,Environmental Economics,61568,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Damon, L",48,"Literatures, Cultures, & Ling"
ACE 210,Environmental Economics,61575,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Damon, L",24,"Literatures, Cultures, & Ling"
ACE 210,Environmental Economics,61580,Discussion/ Recitation,AD3,01:00PM - 01:50PM,F,"Damon, L",320,Mumford Hall
ACE 210,Environmental Economics,61585,Discussion/ Recitation,AD4,02:00PM - 02:50PM,F,"Damon, L",320,Mumford Hall
ACE 210,Environmental Economics,61590,Discussion/ Recitation,AD5,01:00PM - 01:50PM,F,"Damon, L",209,David Kinley Hall
ACE 210,Environmental Economics,61595,Discussion/ Recitation,AD6,02:00PM - 02:50PM,F,"Damon, L",209,David Kinley Hall
ACE 210,Environmental Economics,61563,Lecture,AL1,02:00PM - 02:50PM,MW,"Damon, L",103,Mumford Hall
ACE 220,Introduction to Sales: Principles and Strategies,78326,Lecture-Discussion,SPS,11:00AM - 12:20PM,TR,"Elmore, A",157,Noyes Laboratory
ACE 221,Negotiation,79295,Lecture-Discussion,NPS,02:00PM - 03:20PM,M,"Stoddard, P",2,Education Building
ACE 222,Agricultural Marketing,29698,Lecture-Discussion,S,02:00PM - 03:20PM,TR,"Stoddard, P",149,National Soybean Res Ctr
ACE 240,Personal Financial Planning,69393,Lecture,DS,10:00AM - 11:20AM,MW,"Sanchez, D",103,Transportation Building
ACE 243,Money and Happiness,79578,Lecture-Discussion,MH,01:00PM - 02:20PM,MW,"Kuebler, JSanchez, D",1060,Lincoln Hall
ACE 251,The World Food Economy,79421,Discussion/ Recitation,A10,02:00PM - 02:50PM,R,"Michelson, H",115,Turner Hall
ACE 251,The World Food Economy,73062,Discussion/ Recitation,AD1,03:00PM - 03:50PM,R,"Michelson, H",103,Bevier Hall
ACE 251,The World Food Economy,40968,Discussion/ Recitation,AD2,04:00PM - 04:50PM,R,"Michelson, H",103,Bevier Hall
ACE 251,The World Food Economy,49099,Discussion/ Recitation,AD3,10:00AM - 10:50AM,F,"Michelson, H",320,Mumford Hall
ACE 251,The World Food Economy,49100,Discussion/ Recitation,AD4,11:00AM - 11:50AM,F,"Michelson, H",223,David Kinley Hall
ACE 251,The World Food Economy,75100,Discussion/ Recitation,AD8,12:00PM - 12:50PM,F,"Michelson, H",320,Mumford Hall
ACE 251,The World Food Economy,79419,Discussion/ Recitation,AD9,01:00PM - 01:50PM,R,"Michelson, H",115,Turner Hall
ACE 254,Economic Systems in Africa,51724,Lecture,AL1,02:00PM - 03:20PM,TR,"Herrera Almanza, C",384,Armory
ACE 255,Economics of Food and Environmental Justice,78320,Discussion/ Recitation,AD1,12:00PM - 12:50PM,R,"Skidmore, M",241,Armory
ACE 255,Economics of Food and Environmental Justice,78321,Discussion/ Recitation,AD2,03:00PM - 03:50PM,R,"Skidmore, M",243,Armory
ACE 255,Economics of Food and Environmental Justice,78322,Discussion/ Recitation,AD3,10:00AM - 10:50AM,F,"Skidmore, M",37,Education Building
ACE 255,Economics of Food and Environmental Justice,78323,Discussion/ Recitation,AD4,11:00AM - 11:50AM,F,"Skidmore, M",37,Education Building
ACE 255,Economics of Food and Environmental Justice,78324,Discussion/ Recitation,AD5,01:00PM - 01:50PM,F,"Skidmore, M",162,Education Building
ACE 255,Economics of Food and Environmental Justice,79410,Discussion/ Recitation,AD6,01:00PM - 01:50PM,R,"Skidmore, M",241,Armory
ACE 255,Economics of Food and Environmental Justice,49417,Lecture,AL1,11:00AM - 11:50AM,TR,"Skidmore, M",103,Mumford Hall
ACE 262,Applied Statistical Methods and Data Analytics I,72898,Lecture,AS1,12:30PM - 01:50PM,TR,"Gundersen, L",120,Architecture Building
ACE 264,Applied Statistical Methods & Data Analytics 2,72900,Lecture-Discussion,AS2,08:30AM - 09:50AM,MW,"Dall'Erba, S",1092,Lincoln Hall
ACE 270,Consumer Economics,77284,Lecture,L,11:00AM - 11:50AM,MWF,"Taylor, B",259,English Building
ACE 300,Intermediate Applied Microeconomics,72902,Discussion/ Recitation,AD1,01:00PM - 01:50PM,F,"Endres, R",107,Animal Sciences Laboratory
ACE 300,Intermediate Applied Microeconomics,72903,Discussion/ Recitation,AD2,02:00PM - 02:50PM,F,"Endres, R",107,Animal Sciences Laboratory
ACE 300,Intermediate Applied Microeconomics,73014,Discussion/ Recitation,AD3,01:00PM - 01:50PM,F,"Endres, R",145,Armory
ACE 300,Intermediate Applied Microeconomics,73015,Discussion/ Recitation,AD4,12:00PM - 12:50PM,F,"Endres, R",145,Armory
ACE 300,Intermediate Applied Microeconomics,72901,Lecture,AL1,01:00PM - 01:50PM,MW,"Endres, R",149,National Soybean Res Ctr
ACE 310,Natural Resource Economics,73096,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Endres, R",30,"Literatures, Cultures, & Ling"
ACE 310,Natural Resource Economics,73097,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Endres, R",30,"Literatures, Cultures, & Ling"
ACE 310,Natural Resource Economics,36772,Lecture-Discussion,AL1,10:00AM - 10:50AM,TR,"Endres, R",432,Armory
ACE 321,Principles of Public Policy,65658,Lecture-Discussion,WA,05:30PM - 07:30PM,W,"Howell, C",,
ACE 335,Food Marketing and Behavior,70565,Lecture-Discussion,FMB,02:00PM - 02:50PM,MWF,"Kalaitzandonakes, M",313,Mumford Hall
ACE 341,Issues&Careers in Applied Econ,65063,Lecture-Discussion,AMM,03:00PM - 03:50PM,MW,"Blumthal, M",166,Bevier Hall
ACE 341,Issues&Careers in Applied Econ,65167,Lecture-Discussion,CEF,11:00AM - 11:50AM,TR,"Sandler, C",156,Henry Administration Bldg
ACE 341,Issues&Careers in Applied Econ,65064,Lecture-Discussion,CFP,03:00PM - 03:50PM,R,"Elam, SFee, P",2055,Sidney Lu Mech Engr Bldg
ACE 341,Issues&Careers in Applied Econ,78155,Lecture-Discussion,CP,03:00PM - 03:50PM,MW,,320,Mumford Hall
ACE 341,Issues&Careers in Applied Econ,44207,Lecture-Discussion,FAA,02:00PM - 02:50PM,MW,"Helton, C",242,Bevier Hall
ACE 345,Finan Decision Indiv Sm Bus,53592,Lecture-Discussion,X,04:00PM - 05:20PM,TR,"Elmore, A",150,Animal Sciences Laboratory
ACE 346,Tax Policy and Finan Planning,60156,Lecture-Discussion,A,08:00AM - 09:20AM,MW,"Breen, J",2,Education Building
ACE 360,Spreadsheet Models and Applications,75104,Laboratory-Discussion,FA1,09:00AM - 10:50AM,TR,"Mashange, G",338,Davenport Hall
ACE 360,Spreadsheet Models and Applications,75106,Laboratory-Discussion,FB1,09:00AM - 10:50AM,TR,"Burnett, M",338,Davenport Hall
ACE 398,Experiential Learning,73653,Lecture-Discussion,AE,05:30PM - 06:20PM,R,"Elmore, A",320,Mumford Hall
ACE 406,Environmental Law,48924,Lecture-Discussion,GR,02:00PM - 03:20PM,TR,"Endres, B",166,Bevier Hall
ACE 406,Environmental Law,48925,Lecture-Discussion,UG,02:00PM - 03:20PM,TR,"Endres, B",166,Bevier Hall
ACE 411,Environment and Development,78135,Lecture-Discussion,GR,10:00AM - 11:20AM,MW,"Janzen, S",1064,Lincoln Hall
ACE 411,Environment and Development,62829,Lecture-Discussion,UG,10:00AM - 11:20AM,MW,"Janzen, S",1064,Lincoln Hall
ACE 417,Climate Change Economics and Policy,79724,Lecture-Discussion,GR,01:30PM - 02:50PM,MW,"Dall'Erba, S",384,Armory
ACE 417,Climate Change Economics and Policy,79702,Lecture-Discussion,UG,01:30PM - 02:50PM,MW,"Dall'Erba, S",384,Armory
ACE 427,Commodity Price Analysis,64899,Lecture-Discussion,M,12:30PM - 01:50PM,TR,"Gerveni, MIrwin, S",166,Bevier Hall
ACE 428,Commodity Futures and Options,43123,Lecture-Discussion,T,09:30AM - 10:50AM,TR,"Stoddard, P",319,Gregory Hall
ACE 431,Agri-food Strategic Management,78578,Lecture-Discussion,B,11:00AM - 12:20PM,TR,"Blumthal, M",162,Education Building
ACE 435,Global Agribusiness Management,40970,Lecture-Discussion,GR,03:00PM - 04:20PM,MW,"Colussi, J",213,Gregory Hall
ACE 435,Global Agribusiness Management,29710,Lecture-Discussion,UG,03:00PM - 04:20PM,MW,"Colussi, J",213,Gregory Hall
ACE 444,Financial Services & Investing Planning,51727,Lecture-Discussion,GR,01:30PM - 02:50PM,TR,"Elmore, A",103,Mumford Hall
ACE 444,Financial Services & Investing Planning,51728,Lecture-Discussion,UG,01:30PM - 02:50PM,TR,"Elmore, A",103,Mumford Hall
ACE 445,Intermediate Financial and Estate Planning,47126,Lecture-Discussion,S,04:00PM - 05:50PM,MW,"Allen, SSigauke, T",131,Animal Sciences Laboratory
ACE 455,International Trade in Food and Agriculture,56174,Lecture-Discussion,M,03:30PM - 04:50PM,TR,"Ridley, W",103,Mumford Hall
ACE 474,Economics of Consumption,73650,Lecture-Discussion,GR,09:00AM - 10:20AM,MW,"Lyons, A",1043,Sidney Lu Mech Engr Bldg
ACE 474,Economics of Consumption,73276,Lecture-Discussion,UG,09:00AM - 10:20AM,MW,"Lyons, A",1043,Sidney Lu Mech Engr Bldg
ACE 476,Behavioral Economics and Financial Decision Making,36269,Lecture-Discussion,GR,10:30AM - 11:50AM,MW,"Lyons, A",1043,Sidney Lu Mech Engr Bldg
ACE 476,Behavioral Economics and Financial Decision Making,36268,Lecture-Discussion,UG,10:30AM - 11:50AM,MW,"Lyons, A",1043,Sidney Lu Mech Engr Bldg
ACE 499,Contemporary Topics in ACE,66962,Lecture-Discussion,GEV,09:30AM - 10:50AM,TR,,143,Armory
ACE 499,Contemporary Topics in ACE,66963,Lecture-Discussion,IEV,09:30AM - 10:50AM,TR,,143,Armory
ACE 500,Applied Economic Theory,29725,Lecture-Discussion,B,09:30AM - 10:50AM,TR,"Ridley, W",313,Mumford Hall
ACE 501,Risk and Info: Theory and App,29727,Lecture-Discussion,C,10:00AM - 11:50AM,MWF,"Nelson, C",,
ACE 504,Foundational Microeconomic Theory,79708,Lecture-Discussion,ME,03:30PM - 04:50PM,MWF,"Bullock, D",,
ACE 516,Environmental Economics,56350,Lecture-Discussion,PHD,01:30PM - 02:50PM,TR,"Skidmore, M",203,Turner Hall
ACE 527,Advanced Price Analysis,43287,Lecture-Discussion,1,03:00PM - 04:20PM,TR,"Janzen, J",,
ACE 557,"Food, Poverty and Development",77574,Lecture-Discussion,HM,02:00PM - 03:20PM,MW,"Janzen, S",,
ACE 559,"Food, Trade and Development",77573,Lecture-Discussion,SJ,02:00PM - 03:20PM,MW,"Janzen, S",,
ACE 569,Career Development for PhDs,62510,Conference,D,02:00PM - 02:50PM,R,"Janzen, S",,
ACE 592,Special Topics,65581,Lecture-Discussion,LR,05:30PM - 06:30PM,R,"Endres, B",,
ACE 594,Seminars and Workshops,41807,Seminar,CAS,12:00PM - 01:20PM,W,"Janzen, JSkidmore, M",426,Mumford Hall
ACE 594,Seminars and Workshops,50314,Discussion/ Recitation,P,12:30PM - 01:20PM,R,"Herrera Almanza, CJanzen, SMichelson, HRidley, W",426,Mumford Hall
ACE 594,Seminars and Workshops,31428,Discussion/ Recitation,R,12:00PM - 01:20PM,M,"Atallah, S",426,Mumford Hall
ACES 199,Undergraduate Open Seminar,11659,Lecture-Discussion,ALB,05:00PM - 05:50PM,W,"Smist, J",115,Turner Hall
ACES 199,Undergraduate Open Seminar,77534,Lecture-Discussion,JD,05:00PM - 06:20PM,W,"Drasgow, J",323,Education Building
ACES 199,Undergraduate Open Seminar,11655,Lecture-Discussion,LH1,11:00AM - 11:50AM,W,"Honegger, L",65,Mumford Hall
ACES 199,Undergraduate Open Seminar,10094,Lecture-Discussion,LH2,10:00AM - 10:50AM,R,"Honegger, L",65,Mumford Hall
ACES 298,International Experience,29753,Lecture-Discussion,TJ,11:00AM - 12:50PM,M,"Johnson, T",242,Agricultural Engr Sciences Bld
ACES 399,Honors Seminar,79770,Discussion/ Recitation,ALB,05:00PM - 05:50PM,T,"Ball, A",320,Mumford Hall
ADV 150,Introduction to Advertising,61083,Discussion/ Recitation,AB1,10:00AM - 10:50AM,W,"Hall, S",331,Gregory Hall
ADV 150,Introduction to Advertising,61084,Discussion/ Recitation,AB2,11:00AM - 11:50AM,W,"Hall, S",311,Gregory Hall
ADV 150,Introduction to Advertising,77246,Discussion/ Recitation,AB3,12:00PM - 12:50PM,W,"Hall, S",331,Gregory Hall
ADV 150,Introduction to Advertising,77249,Discussion/ Recitation,AB4,01:00PM - 01:50PM,W,"Hall, S",331,Gregory Hall
ADV 150,Introduction to Advertising,77251,Discussion/ Recitation,AB5,02:00PM - 02:50PM,W,"Hall, S",331,Gregory Hall
ADV 150,Introduction to Advertising,77253,Discussion/ Recitation,AB6,12:00PM - 12:50PM,F,"Hall, S",331,Gregory Hall
ADV 150,Introduction to Advertising,77254,Discussion/ Recitation,AB7,01:00PM - 01:50PM,F,"Hall, S",307,Gregory Hall
ADV 150,Introduction to Advertising,77256,Discussion/ Recitation,AB8,02:00PM - 02:50PM,F,"Hall, S",307,Gregory Hall
ADV 150,Introduction to Advertising,61085,Lecture,AL1,02:00PM - 02:50PM,TR,"Hall, S",112,Gregory Hall
ADV 175,Introduction to Multicultural Advertising,77054,Lecture-Discussion,A,01:00PM - 02:20PM,MW,"Chambers, J",101,Armory
ADV 199,Undergraduate Seminar,47622,Lecture-Discussion,B,03:30PM - 05:20PM,T,"Hall, S",5,Weston Hall
ADV 200,Data Literacy,77065,Laboratory,AB1,02:00PM - 03:20PM,W,"Taneja, H",328,Armory
ADV 200,Data Literacy,77092,Laboratory,AB2,03:30PM - 04:50PM,W,"Taneja, H",328,Armory
ADV 200,Data Literacy,77064,Lecture,AL,02:00PM - 03:20PM,M,"Taneja, H",157,Noyes Laboratory
ADV 250,Advertising and Brand Strategy,78097,Discussion/ Recitation,AB1,02:00PM - 02:50PM,W,"Hitchon, J",307,David Kinley Hall
ADV 250,Advertising and Brand Strategy,78098,Discussion/ Recitation,AB2,02:00PM - 02:50PM,R,"Hitchon, J",317,Gregory Hall
ADV 250,Advertising and Brand Strategy,78099,Discussion/ Recitation,AB3,03:00PM - 03:50PM,W,"Hitchon, J",307,David Kinley Hall
ADV 250,Advertising and Brand Strategy,78100,Discussion/ Recitation,AB4,03:00PM - 03:50PM,R,"Hitchon, J",315,Gregory Hall
ADV 250,Advertising and Brand Strategy,78101,Discussion/ Recitation,AB5,04:00PM - 04:50PM,W,"Hitchon, J",315,Gregory Hall
ADV 250,Advertising and Brand Strategy,78096,Lecture,AL1,09:00AM - 09:50AM,MW,"Hitchon, J",101,Armory
ADV 270,Principles of Sales,71553,Lecture-Discussion,A,12:30PM - 01:50PM,TR,"Clifton, D",123,David Kinley Hall
ADV 281,Advertising Research Methods,63619,Laboratory,AB1,10:00AM - 10:50AM,F,"Vargas, P",328,Armory
ADV 281,Advertising Research Methods,69475,Laboratory,AB2,11:00AM - 11:50AM,F,"Vargas, P",328,Armory
ADV 281,Advertising Research Methods,71431,Laboratory,AB3,12:00PM - 12:50PM,F,"Vargas, P",,
ADV 281,Advertising Research Methods,71432,Laboratory,AB4,01:00PM - 01:50PM,F,"Vargas, P",,
ADV 281,Advertising Research Methods,61086,Lecture,AL,11:00AM - 11:50AM,TR,"Vargas, P",2,Education Building
ADV 284,Consumer Insight,65174,Discussion/ Recitation,AB1,02:00PM - 03:20PM,R,,215,David Kinley Hall
ADV 284,Consumer Insight,69335,Discussion/ Recitation,AB2,03:30PM - 04:50PM,R,,111,David Kinley Hall
ADV 284,Consumer Insight,71433,Discussion/ Recitation,AB3,01:00PM - 02:20PM,F,,315,Gregory Hall
ADV 284,Consumer Insight,71435,Discussion/ Recitation,AB4,11:00AM - 12:20PM,F,,327,Gregory Hall
ADV 284,Consumer Insight,71437,Discussion/ Recitation,AB5,03:00PM - 04:20PM,W,,313,Gregory Hall
ADV 284,Consumer Insight,62721,Lecture,AL1,02:00PM - 03:20PM,T,,100,Gregory Hall
ADV 290,Special Topics in Advertising,78383,Lecture-Discussion,ADC,02:00PM - 04:50PM,M,"Meron, S",11,Psychology Building
ADV 301,Becoming an Influencer,77644,Lecture-Discussion,INF,12:30PM - 01:50PM,TR,"Wilson, C",319,Gregory Hall
ADV 305,Advertising Technology and the Digital World,69167,Lecture-Discussion,A,11:00AM - 12:20PM,MW,"Yao, M",1310,Digital Computer Laboratory
ADV 310,Intro to Public Relations,57971,Lecture-Discussion,A,02:00PM - 03:20PM,MW,,150,Animal Sciences Laboratory
ADV 314,Sports Public Relations,77052,Lecture-Discussion,A,02:00PM - 03:20PM,TR,"Brown, K",209,Huff Hall
ADV 333,Agency Experience,79610,Lecture-Discussion,1,10:00AM - 11:50AM,MWF,"Meron, S",11,Psychology Building
ADV 350,Writing for Public Relations,57969,Lecture-Discussion,A,12:00PM - 01:20PM,MW,"Vance, A",307,Gregory Hall
ADV 360,Innovations in Advertising,78092,Discussion/ Recitation,AB1,09:30AM - 10:50AM,R,"Park, S",310,David Kinley Hall
ADV 360,Innovations in Advertising,78093,Discussion/ Recitation,AB2,02:00PM - 03:20PM,R,"Park, S",207,Psychology Building
ADV 360,Innovations in Advertising,78094,Discussion/ Recitation,AB3,09:30AM - 10:50AM,F,"Park, S",205,Gregory Hall
ADV 360,Innovations in Advertising,78095,Discussion/ Recitation,AB4,11:00AM - 12:20PM,F,"Park, S",205,Gregory Hall
ADV 360,Innovations in Advertising,79408,Discussion/ Recitation,AB5,03:30PM - 04:50PM,R,"Park, S",207,Psychology Building
ADV 360,Innovations in Advertising,78091,Lecture,AL1,09:30AM - 10:50AM,T,"Park, S",150,Animal Sciences Laboratory
ADV 390,Content Creation,61087,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Meron, S",213,Gregory Hall
ADV 392,Advertising Immersion,76385,Lecture-Discussion,AMZ,12:00PM - 01:50PM,W,"Hall, S",108,English Building
ADV 393,Advertising and Society,61088,Lecture-Discussion,A,03:30PM - 04:50PM,TR,"Wilson, C",1000,Lincoln Hall
ADV 400,Special Problems,50465,Lecture-Discussion,AMZ,12:00PM - 01:50PM,R,,1000,Siebel Center for Design
ADV 410,Public Relations Strategies,51297,Lecture-Discussion,B,11:00AM - 12:20PM,MW,"Wirtz, J",315,Gregory Hall
ADV 410,Public Relations Strategies,72947,Lecture-Discussion,D,03:00PM - 04:20PM,MW,"Wirtz, J",31,Gregory Hall
ADV 452,Creative Concepts I,53466,Lecture-Discussion,BG,01:30PM - 03:20PM,TR,"Sheldon, P",31,Gregory Hall
ADV 452,Creative Concepts I,53225,Lecture-Discussion,BU,01:30PM - 03:20PM,TR,"Sheldon, P",31,Gregory Hall
ADV 480,Social Media Analytics,77066,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Su, L",31,Gregory Hall
ADV 483,Audience Analysis,63554,Lecture-Discussion,A,10:00AM - 11:20AM,MW,"Wise, K",205,Gregory Hall
ADV 483,Audience Analysis,51300,Lecture-Discussion,B,03:00PM - 04:20PM,MW,"Sar, S",331,Gregory Hall
ADV 483,Audience Analysis,72933,Lecture-Discussion,D,04:00PM - 05:20PM,MW,"Taneja, H",219,Gregory Hall
ADV 490,Advanced Special Topics in Advertising,60179,Lecture-Discussion,AMZ,12:00PM - 01:50PM,W,"Hall, S",108,English Building
ADV 492,Tech and Advertising Campaigns,67892,Lecture-Discussion,A,09:00AM - 10:50AM,TR,"Su, L",31,Gregory Hall
ADV 498,The Sandage Project,62727,Lecture-Discussion,A,01:00PM - 02:50PM,MWF,"Peacock, M",31,Gregory Hall
ADV 498,The Sandage Project,64458,Lecture-Discussion,B,01:00PM - 02:50PM,MWF,"Peacock, M",31,Gregory Hall
ADV 498,The Sandage Project,64459,Lecture-Discussion,C,10:00AM - 11:50AM,MWF,"Peacock, M",31,Gregory Hall
ADV 550,Foundations of Advertising,29768,Lecture-Discussion,A,12:00PM - 02:50PM,M,"Sar, S",331,Gregory Hall
ADV 580,Advertising Theory,57980,Lecture-Discussion,A,03:00PM - 04:20PM,MW,"Wise, K",221,Gregory Hall
ADV 581,Quanti Research Methods in Adv,72995,Lecture-Discussion,A,01:00PM - 03:50PM,F,"Vargas, P",111,Gregory Hall
ADV 587,Graduate Seminar I,29771,Lecture-Discussion,A,02:00PM - 04:50PM,R,"Oh, S",205,Gregory Hall
ADV 590,Special Topics in Advertising,42739,Lecture-Discussion,AMZ,12:00PM - 01:50PM,R,,1000,Siebel Center for Design
ADV 590,Special Topics in Advertising,31222,Lecture-Discussion,AQR,03:00PM - 05:50PM,T,"Vargas, P",382,Education Building
